Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Менеджер по работе с клиентами,ТСМ-ОЙЛ,,150.0,,,,Нет опыта,ТК,5/2,,"бонус, бонусы, обучение","Продвижение и продажа Смазочных материалов. - Активный поиск клиентов и развитие долгосрочных партнерских отношений, ведение действующей клиентской базы; - Анализ рынка, мониторинг конкурентной среды; - Проведение презентаций продукции и услуг компании. - Подготовка коммерческих предложений, проведение переговоров, заключение договоров; - Контроль оплаты по договорам; - Консультации клиентов по продукции и услугам компании;",https://hh.ru/vacancy/124564573
Менеджер по продажам,Floral Charm,60.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3",,"форма, обучение","Грамотность на высшем уровне (основные продажи у нас в чатах). С опытом в продажах от 1 года. Целеустремленный, ответственный и...",https://hh.ru/vacancy/124246860
Менеджер по продажам,Гидроизол,120.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"ДМС, страхование, премии","Развитие и ведение имеющейся клиентской базы; Дополнительный поиск потенциальных партнеров; Подготовка и проведение презентаций продукции; Ведение коммерческих переговоров с клиентами; Расширение ассортиментного портфеля клиента; Возможен выезд к клиенту (на объект) с целью установления контакта, поддержания деловых отношений; Заключение договоров.",https://hh.ru/vacancy/124884220
"Менеджер по продажам новых автомобилей GAC, KIA",Автолидер,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,"скидки, обучение","Продажа новых автомобилей, дополнительного оборудования Проведение тестовых поездок (тест-драйв), первичные консультации клиентов в автосалоне и по телефону Сопровождение клиента на всех этапах сделки Требования к кандидату: Уверенный пользователь ПК Нацеленность на высокий результат Желание работать и зарабатывать Открытость и ориентированность на клиента",https://hh.ru/vacancy/125325213
Менеджер по продажам B2B грузовые автозапчасти,Соловьева Анастасия Алексеевна,100.0,,,,'5-5,От 1 года до 3 лет,ТК,"5/5, 5/2",,подарки,"Обработка входящих запросов + активный поиск клиентов — Холодные звонки и развитие клиентской базы B2B — Консультации по техническим параметрам запчастей — Работа с договорами и контроль сделок — Выезд к клиенту на переговоры — Составление КП, выставление счетов НАШИ ПЛЮСЫ: — Выплаты 10 и 25 числа без задержек — Минимальная бюрократия — Товар всегда в наличии на складе — Оплачиваемые обеды (300 руб./день) — Подарки на день рождения (7 000 руб.) — Возможность удаленной работы при болезни",https://hh.ru/vacancy/125252896
Менеджер по продажам,Свадебный салон Bellissimo,,,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,,Продавать Консультировать Содержать рабочее место в порядке,https://hh.ru/vacancy/124596914
Ведущий менеджер по продажам (БИТУМ -ЭКСПОРТ),НПП МАКСТОН-ТОЛЬЯТТИ,,450.0,,,,От 1 года до 3 лет,ТК,"8/30, 17/30",,обучение,География охвата поставок- Российская Федерация. Многомиллиардный суммарный годовой объем поставок. Собственный автопарк. Собственные нефтебазы. Строительство завода глубокой очистки и переработки...,https://hh.ru/vacancy/124914498
Менеджер по проектным продажам,EFLIGHT,75.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение","Проектные продажи в сфере светотехнической продукции B2B и B2G. Ведение и развитие теплой клиентской базы, работа...",https://hh.ru/vacancy/123142228
Территориальный менеджер по продажам,ANCOR,,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,проезд,"Управление и развитие продаж на территории; Привлечение новых и развитие текущих клиентов; Проведение презентаций и переговоров; Разработка, согласование и проведение промо-мероприятий; Организация работы эксклюзивных мерчендайзеров, проведение собраний с торговой командой дистрибьютора; Контроль складских запасов и обеспечение необходимого ассортимента; Регулярные полевые аудиты; Ежемесячная отчетность и участие в планировании продаж.",https://hh.ru/vacancy/123196930
Менеджер по работе с клиентами/Менеджер по заявкам 1С,Дискаверускиллс,,,,,,Нет опыта,ТК,5/2,,"премии, обучение, транспорт","Работа с заявками в 1С (от получения заявки до ее отгрузки; согласование всех нюансов отгрузки, взаимодействие с производством и...",https://hh.ru/vacancy/124235503
Менеджер по работе с клиентами,Филимонов Михаил Васильевич,45.0,,,,,Нет опыта,ТК,5/2,,форма,"Описание: работа с клиентами, прием и обработка заказов, базовое знание Excel приветствуется. Можно без опыта. Подробная информация по телефону.",https://hh.ru/vacancy/125159549
Менеджер по продажам,Волкова Таиса Александровна,40.0,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,кофе,"Обзванивать готовую базу компаний в разных городах, чтобы узнать, актуальны ли наши услуги и находить новых клиентов. Звонить по входящим заявкам. Рассчитывать стоимость услуг по готовому калькулятору, отправлять коммерческое предложение. Вести переговоры, согласовывать и подписывать договора, закрывающие документы. После подписания договора передавать сделку в отдел аккаунт-поддержки. Вести отчетность , выполнять план по звонкам и сделкам.",https://hh.ru/vacancy/125451429
Менеджер по продажам,ТПК Лига-Маркет,70.0,,,,,От 3 до 6 лет,ТК,5/2,,"бонус, подарки, обучение","Поиск и привлечение новых клиентов (холодные звонки), активный поиск Консультирование клиентов, подготовка коммерческих предложений Проведение экономических расчетов для оценки маржинальности предложения Прием и обработка заказов клиентов, ведение деловых переговоров Подготовка и согласование договоров Увеличение объемов продаж и расширение ассортимента продаваемой продукции, ценовой мониторинг Контроль дебиторской задолженности Работа с клиентами по качеству продукции, оперативное решение всех возникающих вопросов Ведение отчетной документации Для нас важно: Высшее образование Опыт работы в сегменте B2B от 3 лет с промышленными товарами Техники холодных звонков, умение работать с возражениями Техники продаж (знание всех этапов продаж) Экономическая теория (понимание ценообразование на товар) Умение разбираться в технической документации (ТУ, ГОСТ, ТТ и т.д.) Опыт работы в производственных компаниях будет является вашим преимуществом Уверенный пользователь ПК: Excel, Word, CRM Личные качества: коммуникабельность, клиентоориентированность, стрессоустойчивость, позитивное мышление, ответственность, логическое мышление, внимание к деталям, многозадачность.",https://hh.ru/vacancy/125401447
Специалист отдела продаж,Биосфера,80.0,250.0,,,,Нет опыта,ТК,5/2,Еженедельно,"форма, бонус, скидки, обучение","Работа с целевой базой клиентов компании путем телефонных переговоров; Выявление потребности, подбор продукта; Работа с возникающими возражениями в процессе консультации; Оформление заказов в удобной CRM системе; Условия работы: Окладная часть на этапе адаптации; Заработная плата без потолка, % от продаж + фиксированная часть; Средний доход начинающего сотрудника (без опыта) от 70.000 руб; Доход опытного сотрудника от 150.000 руб; Бонус за приведенного друга до 30 000 руб; Выплаты еженедельные на карту вашего банка; Оплачиваемая стажировка (Выплаты ежедневные); Бонус за пройденное обучение 2500 руб; График работы после первого месяца выбираете сами ( Не менее 40ч в неделю); Ежемесячные конкурсы с премиями; Что необходимо для работы: Стабильный интернет; Личный компьютер/ноутбук, гарнитура; Грамотная речь и отличные навыки общения с клиентами; Тихое место для комфортного общения с клиентами. Мы точно сработаемся если Вы имеете навык активных продаж или готовы его приобрести, нацелены на высокий доход и не боитесь трудностей при выборе новой работы. Преимуществом будет для Вас если Вы имели опыт работы в колл-центре, банки, активное продвижение продукции или услуг, не испытываете дискомфорт и готовы коммуницировать с клиентами всех возрастных категорий. Для кандидатов без опыта у нас предусмотрено обучение и наставничество на всех этапах работы в компании, которое позволяет выходить на доход выше рынка даже если сотрудник не имеет опыт в продажах, но готов учиться новому.",https://hh.ru/vacancy/124833795
Менеджер по продажам (СДЭК),СДЭК,90.0,120.0,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,,"Продавать логистические услуги различным компаниям - юридическим лицам. Искать и привлекать новых клиентов по всей России. Направлять коммерческие предложения, заключать договоры. ",https://hh.ru/vacancy/124545893
Менеджер по продажам,Мебель Люкс,60.0,80.0,,,,От 1 года до 3 лет,ТК,4/3,,,прямые продажи чистота в салоне работа в 1С,https://hh.ru/vacancy/125027024
Специалист по работе с клиентами,Полев Александр Сергеевич,50.0,70.0,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Открытие и ведение брокерских счетов для клиентов(проведение процедуры верификации, в дальнейшем подготовка поручений по сделкам и внесение данных в таблицу) Консультирование клиентов по вопросам использования платформы и проведения международных платежей. Обеспечение высокого уровня обслуживания клиентов и решение возникающих вопросов. Коммуникация с клиентами и зарубежной частью команды (Telegram, WhatsApp, CRM). Организация и проведение международных платежей: SWIFT, SEPA, криптовалюты, USDT. Обработка заявок на оплату и приём средств, проверка корректности документов. Подготовка инвойсов для приёма валютных платежей. Ведение клиентских балансов (фиат и криптовалюта). Взаимодействие с комплаенсом банков, открытие расчетных счетов для группы компаний, подготовка документов для банка, ответы на запросы. Подготовка и правовая экспертиза документов, составление договоров и приложений к ним. Консультирование клиентов по юридическим вопросам Ведение коммуникации с клиентами в чате: понятно, спокойно, профессионально (Предоставление ответов на вопросы, касающиеся базовых рабочих тем) Контроль за группой компаний, в рамках своевременной сдачи бухгалтерской отчетности.",https://hh.ru/vacancy/125297790
Специалист по работе с клиентами (без продаж),Teleperformance Russia,71.0,,,,,Нет опыта,ТК,2/2,,"ДМС, форма, обучение","Осуществление исходящих коммуникаций (сбор обратной связи по оценкам пользователей, посетивших сервисные центры) Фиксация информации в CRM-системе",https://hh.ru/vacancy/125087558
Региональный проектный менеджер (по продажам кабельной продукции),Тольяттинский Кабельный Завод,,,,,,От 1 года до 3 лет,ГПХ,5/2,,"форма, обучение","активные продажи кабельной продукции строительным организациям в различных регионах России; поиск и привлечение новых клиентов, ведение переговоров, заключение договоров на поставку; сбор информации о требованиях к кабелю для строительных проектов (технические характеристики, объемы, сроки); консультация клиентов по ассортименту продукции, помощь в формировании смет и ТЗ с учетом нашей номенклатуры; взаимодействие с отделами снабжения, проектировщиками и подрядчиками; контроль исполнения договорных обязательств, решение спорных вопросов; анализ рынка и конкурентов, подготовка отчетности.",https://hh.ru/vacancy/124598570
Менеджер по продаже запасных частей,Центральная СТО,80.0,,,,,От 1 года до 3 лет,ТК,2/2,,,"Консультирование клиентов, продажа дополнительного оборудования, аксессуаров и запасных частей Выполнение целевых показателей по продажам, оформление заказов на установку дополнительного оборудования Контроль работ в цехе дополнительного оборудования, оформление документации, составление отчетности Поиск запчастей по электронному каталогу, определение стоимости",https://hh.ru/vacancy/124599552
Менеджер по продаже автозапчастей,ОМЕГА,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,транспорт,"Работа с теплой базой и привлечение новых клиентов Развитие базы в сегменте B2B (СТО, предприятия с автопарком, розничные магазины) Выполнение плана по объёму продаж и продвижению брендов компании Контроль дебиторской задолженности Посещение клиентов, общение по телефону, обработка заявок",https://hh.ru/vacancy/123905701
Менеджер по продажам (строительство),ДОМА360.РФ,70.0,120.0,,,,От 1 года до 3 лет,ГПХ,5/2,2 раза в месяц,"бонус, обучение, чай",Работа с входящим трафиком и заявками. А. Входящие звонки. Б. Исходящие звонки по заявкам с сайта. В. Сообщения в чатах...,https://hh.ru/vacancy/125046639
Менеджер по продажам,Реко,70.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Продажа муфт RECO для стыковки арматуры (входящий трафик); Работа с клиентами консультирование и поддержка; Проведение переговоров, презентаций и заключение договоров; Дополнительным преимуществом будет строительное, инженерно-техническое образование.",https://hh.ru/vacancy/124261114
Менеджер по продажам,Ювелирная студия MYAGKOV,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,"обучение, чай","проработка базы ТЕПЛЫХ клиентов. - установление долгосрочных отношений с уже существующими клиентами. - консультация, проведение встреч с клиентами в офисе. - презентация украшений. - ",https://hh.ru/vacancy/124481266
Менеджер по оптовым продажам,Дубровский,80.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,подарки,Реализация подсолнечного масла. Работа с действующей̆ клиентской базой̆. Сбор заявок. Контроль дебиторской задолженности. Подключение новых клиентов.,https://hh.ru/vacancy/125129890
Менеджер по продажам (работа с корпоративными клиентами),BeBrand (ООО Бизбренд),75.0,,,,,От 3 до 6 лет,ГПХ,5/2,,"бонус, бонусы, обучение","Работа с клиентской базой​: поддержание, развитие, привлечение​. Консультирование представителей малого и среднего бизнеса по вопросам защиты интеллектуальной собственности. ",https://hh.ru/vacancy/124311688
Ведущий менеджер по продажам,Инженерная компания,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,"бонус, бонусы","Привлекать новых крупных заказчиков, выстраивать долгосрочные доверительные отношения. Представлять компанию на профильных выставках, встречах, семинарах. Проводить переговоры с ЛПР по...",https://hh.ru/vacancy/124940127
Менеджер по продажам автомобилей (Солнечная),Группа компаний «АсАвто»,120.0,200.0,,,,От 1 года до 3 лет,ТК,4/2,,"подарки, скидки, обучение",Продажей автомобилей по стандартам бренда (от приема звонка до выдачи автомобиля); Консультацией клиентов по телефону и в салоне; Проведением тест-драйвов. От вас ждем: Опыт работы в продажах автомобилей; Презентабельный внешний вид; Уверенный пользователь ПК. Откликайся на вакансию – присоединяйся к нашей команде!,https://hh.ru/vacancy/124725824
Менеджер по продажам,ДСК-групп,,,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,"форма, обучение","Осуществлять поиск новых и развитие существующих потребителей. Проводить встречи и переговоры, а также презентации новой продукции и технологий для потенциальных и существующих потребителей (в том числе выездные). Еженедельный отчет по продажам и маркетингу по новыми текущим проектам. Подготовка коммерческих предложений. Формировать пакет документов, входящие в запрос на коммерческое предложение. Вести с потенциальными потребителями переговоры относительно цен и условий будущей продажи (поставки) продукции предприятий. Принимать участие в разработке бюджета продаж продукции на год с учетом конъюнктуры рынка. Принимать участие в разработке и осуществлении мероприятий по совершенствованию деятельности, направленной на получение новых заказов и сохранение действующих продаж продукции предприятий. Выполнять работы по формированию, внедрению и хранению базы данных внутрипроизводственной и внешней информации по новым проектам, вносить изменения в справочную базу, используемую при обработке данных. Принимать участие в подготовке отчетных презентаций и формировании отчетов.",https://hh.ru/vacancy/124859826
Менеджер по продажам техники Apple,iStudio (ООО Бэстбай),70.0,,,,,Нет опыта,ТК,4/2,,"бонус, обучение","Работа в торговом зале. Индивидуальное обслуживание и консультирование покупателей в соответствии с технологиями продаж. Грамотная презентация товара, знание ассортимента. ",https://hh.ru/vacancy/124994931
Менеджер по продажам,Автотрансформатор,100.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"ДМС, форма, транспорт","активный поиск клиентов и развитие долгосрочных партнерских отношений; - ведение клиентской базы; - планирование и отчетность по своей деятельности; - проведение презентаций продукции и услуг компании; - участие в выставках с целью продвижения продукции и услуг компании; - подготовка коммерческих предложений, проведение переговоров, выездных встреч, заключение договоров. - консультирование клиентов по продукции и услугам компании, работа с претензиями клиентов Мы ищем кандидата: - умеющего коммуницировать с другими коллегами и клиентами; - обладающего креативным и активным подходом к работе, профессиональными навыками в общении и продажах, системным подходом к своей деятельности; - опыт работы в сфере продаж на производственных промышленных предприятиях (в сфере энергетики будет преимуществом) или в сфере оптовой торговли промышленными товарами; - владеющий навыками работы в MS Office, 1C CRM, Битрикс24;",https://hh.ru/vacancy/124552488
Ведущий менеджер по продажам (БИТУМ),НПП МАКСТОН-ТОЛЬЯТТИ,,450.0,,,,От 1 года до 3 лет,ТК,"8/30, 17/30",,обучение,География охвата поставок- Российская Федерация. Многомиллиардный суммарный годовой объем поставок. Собственный автопарк. Собственные нефтебазы. Строительство завода глубокой очистки и переработки...,https://hh.ru/vacancy/124255668
Менеджер по продажам (медицинская сфера),Клиника плюс,180.0,,,,,От 1 года до 3 лет,ТК,"15/15, 30/15",,"форма, обучение","Работа в бригаде с врачом Заключение договоров с пациентами, работа с контрольно-кассовой техникой (пробитие чеков) Выполнение плановых показателей, отчетность Выполнение плана по продажам медицинских услуг Своевременное занесение информации в базу данных Разъездная работа",https://hh.ru/vacancy/125096055
Менеджер в отдел оптовых продаж,Хардис,75.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,"форма, бонус","Поиск и привлечение новых клиентов (клиентами являются мебельные фабрики, производства и магазины). Холодные звонки (звонки за хорошие деньги, мотивация прозрачная, за каждый перевод потенциального клиента встатус действующего выплачивается бонус). Работа в СRM системе. Заключение договоров, деловое общение с клиентами. Навыки и компетенции: Опыт в холодных звонках (примерно 50% рабочего времени) Опыт в продажах Грамотная речь Умение вести переговоры Уверенный пользователь ПК Хорошая память (готовность к освоению новой информации, наставник будет рядом, все расскажет по комплектующим мебельным и в целом по всему процессу работы).",https://hh.ru/vacancy/124481734
Менеджер по оптовым продажам (автозапчасти),ПартКом,95.0,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,обучение,"Поддержание и развитие продаж на закрепленной территории Выполнение ежемесячных планов продаж Продажа продукции компании, консультирование Клиентов Работа с дебиторской задолженностью Работа с рекламациями Клиентов",https://hh.ru/vacancy/123912406
Менеджер по работе с клиентами,Мастер,60.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,,,"работа с наработанной базой клиентов: расчёт заказа, принятие заказа в работу, заключение договора, выставление счета, контроль сроков изготовления и отгрузки продукции, информирование клиента о готовой продукции, контроль отгрузки продукции клиенту, получение оценки качества продукции и работа с рекламациями, работа с дебиторской задолженностью, поддержание долгосрочных партнёрских отношений с клиентами; обработка заявок новых клиентов (входящие звонки, электронная почта), подготовка коммерческих предложений, ведение переговоров; поиск новых клиентов, холодные звонки;",https://hh.ru/vacancy/124624273
"Специалист по продажам (обучаем с нуля), Тольятти",2ГИС,60.0,100.0,,,,Нет опыта,ГПХ,5/2,,форма,Совершать исходящие звонки и проводить встречи с клиентами в оффлайн и онлайн-формате. Продавать рекламные возможности справочника 2GIS. ,https://hh.ru/vacancy/125445815
Менеджер по работе с клиентами (магазин печей и дымоходов),Прогресс,70.0,,,,,Нет опыта,ТК,4/2,,,помощь и консультация при работе с клиентами; продажа товара; работа в 1с; работа с кассой;,https://hh.ru/vacancy/125174640
Менеджер по продажам (ул. 40 лет Победы),BY business group (Бизнес-Юрист),60.0,,,,,От 1 года до 3 лет,ТК,5/2,,"премии, обучение","Консультировать Клиентов, которые пришли в офис на встречу; Заключать договоры с Клиентами; Передавать дело в юридический отдел для его дальнейшего ведения; Консультировать Клиентов, которые не могут приехать в офис из отдаленных населенных пунктов по видеосвязи.",https://hh.ru/vacancy/125436914
Менеджер отдела продаж,Компьютерная академия TOP (Компьютерная Академия ТОП),70.0,,,,,Нет опыта,ТК,5/2,,обучение,работа с входящим потоком звонков и онлайн-заявок по рекламе (работа только в офисе без выездов). - индивидуальное консультирование потенциальных клиентов...,https://hh.ru/vacancy/125201262
Менеджер по продажам,Макс-Газ,60.0,,,,,От 1 года до 3 лет,ТК,5/2,,транспорт,"Работа в автомобильной Испытательной лаборатории, продажа услуг лаборатории по выпуску документов на ввезенные автомобили по параллельному импорту и переоборудованию транспортных средств. поиск клиентов по холодной базе. Привлечение партнеров юридических лиц и физических лиц. отвечать на входящие звонки, сообщения в мессенджер, электронную почту, работать с кабинетом Авито, вести клиентскую базу.",https://hh.ru/vacancy/124324293
Менеджер по оптовым продажам,Евролифт Групп,90.0,130.0,,,,От 1 года до 3 лет,ТК,30/17,,,Работа с существующей клиентской базой и активный поиск новых клиентов - Проведение переговоров и выявление потребностей - Подготовка коммерческих предложений - Анализ конкурентной среды - Работа в 1С CRM,https://hh.ru/vacancy/125090922
Специалист отдела продаж,Норгау Руссланд,100.0,,,,'8-17,От 1 года до 3 лет,ТК,8/17,,форма,"Поиск новых клиентов, развитие имеющихся Анализ клиентской базы и прогноз развития территории Ведение деловых переговоров Демонстрация, презентация для продвижения ассортимента продукции на предприятиях Работа с возражениями клиента Консультирование клиентов по продукции Составление коммерческих предложений, заключение договоров, контроль всего цикла сделки Отчетность и планирование работы Выполнение плана продаж Требования : Навыки правильного проведения переговоров Навыки работы с возражениями клиента Умение работать в команде Желание личностного роста и саморазвитие Умение грамотно планировать свое время Иметь высокую самоорганизованность Желание работать на результат, а также умение работать в режиме многозадачности Стремление к самым успешным показателям продаж Опыт работы с металлообрабатывающими компаниями предпочтителен Опыт работы с базами данных, с большим объемом информации, коммуникативные навыки, грамотная речь Высшее образование (желательно техническое) Открытость и доброжелательность к людям Опыт работы продаж B2B от 2-х лет и больше Знание ПК на уровне уверенного пользователя Условия : Оформление в соответствии с ТК РФ Белая заработная плата (оклад от 100000 р + % от продаж + оплата моб.связи + предоставление ноутбука) ВЫСОКИЙ ДОХОД , который напрямую зависит от Вашего желания зарабатывать, нацеленности на результат и самоорганизации. СТАБИЛЬНОСТЬ , так как наша компания уже более 25 лет на рынке, в течение которых мы наработали высокий профессионализм. Компания Норгау входит в Оборонно-промышленный комплекс России. График работы: пн - чт с 8-17.00, пт. до 16.00 Полный спектр корпоративного обучения за счет компании Карьерный рост Офис находится по адресу: г. Тольятти, ул. Юбилейная, д.40 офис №1308 АКТИВНЫЙ ДРУЖЕЛЮБНЫЙ КОЛЛЕКТИВ , который будет содействовать Вам в достижении высоких результатов.",https://hh.ru/vacancy/120711558
"Менеджер по продажам (Производство конвекторов, В2В)",Тэпла производство,80.0,200.0,,,'5-10,От 1 года до 3 лет,ТК,5/10,,"подарки, обучение, кофе","Работа с существующей клиентской базой (основной сегмент – строительный рынок), а также привлечение новых клиентов, в т.ч. холодные звонки Проведение презентаций продукции и переговоров с первыми лицами предприятий Участие в переговорах по продажам на крупные объекты Сопровождение клиента по всем этапам воронки продаж: от заведения в базу и до закрытия сделки Развитие и поддержка продаж оборудования Занесение оборудования в ТЗ заказчика Ведение CRM",https://hh.ru/vacancy/125085067
Менеджер по продажам,АКРОН ХОЛДИНГ,60.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, подарки, транспорт",Переговоры с потенциальными заказчиками Ведение данных о клиентах и сделках в CRMBitrix24 Работа с клиентской базой (теплой и холодной) Обработка входящих заявок Исходящие холодные звонки и привлечение новых заказчиков по базе клиентов При необходимости встречи с крупнейшими заказчиками,https://hh.ru/vacancy/124477231
Менеджер по продажам автомобилей,АУРА (Официальный дилер LADA),85.0,,,,,От 1 года до 3 лет,ТК,5/2,,"страхование, обучение","Консультирование клиентов в автосалоне, презентация автомобилей, проведение тест-драйвов. Помощь клиентам в выборе дополнительного оборудования и аксессуаров . консультации по представленным видам услуг (trade-in, кредитование, страхование, лизинг и другие финансовые инструменты); умение создавать и работать с клиентской базой; Работа в программе 1С;.",https://hh.ru/vacancy/125245559
Менеджер по продажам бетона и раствора,ПК Евробетон,70.0,150.0,,,,От 1 года до 3 лет,ТК,6/1,,,"ВЫЕЗД НА СТРОИТЕЛЬНЫЕ ПЛОЩАДКИ ДЛЯ ПРОВЕДЕНИЯ ПЕРЕГОВОРОВ С ПОТЕНЦИАЛЬНЫМИ КЛИЕНТАМИ поиск потенциальных клиентов холодные звонки, продажи теплые продажи ведение переговоров с клиентами составление коммерческих предложений прием и обработка заявок ведение клиентской базы контроль отгрузки продукции контроль оплаты покупателями проработка клиентов по индексу удовлетворенности",https://hh.ru/vacancy/124355398
Менеджер по работе с клиентами,ЮнионТрансГрупп,100.0,,,,,От 1 года до 3 лет,ГПХ,5/2,,"форма, бонус, транспорт","самостоятельно привлекать и вести клиентов — переговоры, расчеты, заключение договоров; снижать издержки за счет грамотного планирования и работы с подрядчиками; первично согласовывать условия с клиентом: маршрут, тип транспорта, сроки, особенности груза; формировать и отправлять коммерческое предложение (КП) клиенту; получать заявку и передавать логисту; контролировать оплату от клиента (в связке с финансами); управлять ожиданиями клиента: коммуникация о статусе заявки (получил информацию от логиста -&gt; передал клиенту). Что важно: интерес к логистике + желание вести переговоры и продавать услуги (поиск клиентов, презентации, работа с возражениями); нацеленность на результат, умение увереннно держаться в звонках, вести подсчеты и анализировать; внимание к деталям и гибкость. Что предлагаем: процент от выручки + бонус при выполнении плана ; свободу в принятии решений и работа без микроменеджмента; возможность влиять на процессы и видеть итог своих решений; возможен рост до руководителя отдела/филиала; стильный open space, уютная кухня, комната отдыха, корпоративная сотовая связь; крутые корпоративы, обучения за счет компании (учим только полезному);",https://hh.ru/vacancy/123333392
