Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Кассир в итальянский ресторан,Oishii Food,100.0,112.0,,,,Нет опыта,ТК,4/2,,"питание, бесплатное питание, форма, униформа",Принимать заказы и рассчитывать гостей на кассе. Дружелюбно и оперативно обслуживать посетителей. Консультировать по меню. Поддерживать чистоту и порядок на...,https://hh.ru/vacancy/125120413
"Продавец-консультант, продавец-кассир",Полет,90.0,,,,,От 1 года до 3 лет,ТК,2/2,,"форма, бонус, бонусы, чай","Консультирование клиентов по ассортименту товаров, их свойствам и характеристикам. Помощь клиентам в выборе товаров с учетом их потребностей и пожеланий. Предоставление информации о текущих акциях и скидках. Проведение консультаций по дополнительным услугам (гарантии, покупки в онлайн-магазине, система лояльности и т.д.). Оформление покупки и проведение кассовых операций. Ведение отчетности о продажах и соблюдение дисциплины в кассовом учете Соблюдение правил кассового обслуживания. Участие в инвентаризации товаров на складе и в торговом зале. Поддержание чистоты и порядка на кассе и в торговом зале. Прием и выкладка товара на полки. Соблюдение стандартов обслуживания клиентов и корпоративных политик компании. Выполнение поручений руководителя Участие в тренингах и обучениях по продукции и продажам.",https://hh.ru/vacancy/124757670
Кассир-операционист,Голд Бизнес,90.0,,,,,От 3 до 6 лет,ТК,5/2,,ДМС,Прием или выдача денежных средств из кассы через систему. - Фиксация выдачи комиссии. - Направление запросов клиентов ответственному менеджеру. - Выдача (поиск) документов...,https://hh.ru/vacancy/125165155
Бухгалтер-кассир,ИЖК,120.0,120.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"питание, бесплатное питание","Проведение операций по приему, учету, выдаче и хранению денежных средств с соблюдением кассовой дисциплины; Ведение кассовой книги на основе приходных и расходных документов, сверка фактических остатков с данными в 1С Бухгалтерия; Отражение операций по движению денежных средств в программе 1С Бухгалтерия, включая обработку Z-отчетов и сверку эквайринговых операций; Контроль лимита остатка наличных в кассе, организация своевременной инкассации и сдачи выручки в банк; Составление описей ветхих купюр и подготовка документов для их замены в банке; Участие в инвентаризации наличных денежных средств и кассового оборудования; Учет расходов подотчетных лиц, проверка, оформление и проведение авансовых отчетов в 1С; Взаимодействие с администраторами и менеджерами ресторана для сверки отчетов по выручке; Подготовка первичной документации (приходные и расходные ордера, накладные) и поддержание документооборота в соответствии с требованиями законодательства РФ.",https://hh.ru/vacancy/125317683
Бухгалтер-кассир,APETI.RU,90.0,,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,питание,"Работа в программе 1C:Управление торговлей; Кассовые операции; Принятие денежных средств от физических и юридических лиц, составление отчетности; оформление первичной документации (РКО‚ ПКО и т.д.) Расчеты с подотчетными лицами‚ выдача денежных средств под отчет; Оформление и контроль авансовых отчетов; Взаиморасчеты с поставщиками; Архивация документооборота; Закрытие дня/смены; Выполнение поручений руководителя.",https://hh.ru/vacancy/125359549
Кассир,ОККИ,6.0,6.5,,,,От 1 года до 3 лет,ТК,"2/2, 3/3",2 раза в месяц,"питание, премии",Обслуживание покупателей на кассе. Ведение расчетов и оформление документов. Активные продажи и консультирование клиентов. Поддержание порядка на рабочем месте. ,https://hh.ru/vacancy/124713420
Продавец-кассир,OFFPRICE,,59.0,,,,Нет опыта,ТК,64/27,,"бонус, бонусы, скидки, обучение",Поддерживаешь визуальный имидж магазина (работа с товаром в зале и примерочной). Занимаешься разбором поставок и вывеской товара в зал. ,https://hh.ru/vacancy/124161483
Администратор-кассир в Клинику Косметологии,АМОРИА МЕД КЛАБ,130.5,,,,,От 3 до 6 лет,ТК,2/2,,форма,"Встреча и сервисное обслуживание пациентов, оформление необходимой документации, внесение данных по пациентам и услугам в 1 С. Мед (информационную медицинскую систему); Работа с кассой, включая прием денежных средств и ведение необходимой кассовой документации (электронной и бумажной); Осуществление записи и обзвона пациентов по телефону как в соответствии с регламентами, так и по поручению руководства. Обеспечение необходимого уровня сервисной коммуникации в целях высокой возвращаемости пациентов; Взаимодействие с техническими службами по вопросам пребывания пациентов в клинике, бесперебойной работы оборудования, контроль за чистотой и работой оргтехники; Оказания организационной помощи сотрудникам клиники, выполнение поручений руководителей; Создание доброжелательной атмосферы, недопущение конфликтов с пациентами/клиентами;",https://hh.ru/vacancy/125268490
Кассир ледового катка,Айскор,70.0,75.0,4860.0,405.0,12.0,От 1 года до 3 лет,ТК,2/2,,"премии, бонус, бонусы",Открытие и закрытие рабочего дня на кассе - Осуществление кассовых операций; - Прием и выдача денежных средств; - Работа с банковскими картами; - Ведение кассовой документации; - Ежедневная сверка наличных денежных средств с кассовой документацией.,https://hh.ru/vacancy/125301016
Кассир-шокофлорист,You & I,50.0,,,,,Нет опыта,ТК,2/2,,,"Расчет на кассе, подготовка размена; Реализация товара в при кассовой зоне; Сборка букетов из шоколадных роз; Упаковка продукции; Контроль за сроками и качеством продукции. Грамотная речь, Доброжелательность. Поддержание частоты и порядка.",https://hh.ru/vacancy/125213883
