Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Бариста,Хани Кофе,90.0,,,,,Нет опыта,ТК,"2/2, 3/3, 5/2",,"бонус, бонусы, обучение, кофе",Приготовление кофе и других напитков по стандартам компании; - Обслуживание гостей с улыбкой и вниманием; - Поддержание чистоты и порядка на рабочем месте; - Участие в обучении и развитии навыков; - Ведение учета расходных материалов. Условия работы : - Оплата 300-400 р в час + бонусы; - Оплачиваемое обучение 3000 за смену от 3х до 5 смен; - График работы сменный 2/2; 3/3; 5/2 подберем комфортный для тебя; - Дополнительные бонусы за отличную работу и вклад в команду; - Оплата обеда и бесплатный кофе.,https://hh.ru/vacancy/124189357
Бариста,Lost Coffee,60.0,110.0,,,,От 1 года до 3 лет,ТК,5/2,,"скидки, кофе","Работа с кассой, грамотные продажи. Приготовление напитков на основе эспрессо. Понимание принципов приготовления эспрессо. Приготовление не кофейных напитков, в том...",https://hh.ru/vacancy/125207415
Бариста в Картинг-центр,RacePlace,3.5,5.5,,,,Нет опыта,ТК,2/2,,"скидки, обучение, кофе",Обучение с нуля - мы научим тебя всем основам приготовления напитков и работы с продуктами. Оборудование и все необходимые примочки для...,https://hh.ru/vacancy/124542862
Бариста (м.Сколково),Сеть кофеен Кофе твой друг,80.0,,,,,Нет опыта,ТК,"2/2, 10/20",,"кофе, чай",<highlighttext>Бариста</highlighttext> отзовись!  Телефон. Приготовление отличного кофе/чая/сезонных напитков. Общение с Гостями. Расчет гостей. Работа на кассе. Создание хорошего настроения...,https://hh.ru/vacancy/125025949
Утренний Бариста,Пан Круассан,30.0,70.0,,,,Нет опыта,ТК,6/1,Еженедельно,"питание, премии, обучение, кофе","Кто мы? Ceть кoфеен &quot;ПАH КРУАСCАH&quot;! Мы - это c oгpомной cкоpoстью paзвивaющaяcя сeть фoрматa &quot;to gо&quot;, а наши coтрудники - этo мастера cвoего дела! ☕️ Мы предлагаем: ✔️ Официальное оформление по ТК РФ; ✔️ Почасовую оплату труда, еженедельные выплаты, премии и полный соц. пакет - оплачиваемые больничные и отпуска; ✔️ Вкусное питание, удобную форму и мед. книжку за счет компании; ✔️ Возможность начать свой путь в кофейной индустрии и стать профи; ✔️ График с 6:30 до 12:00 или с 6:30 до 16:00 на выбор; ✔️ Обучение с нуля в нашем учебном центре под контролем опытного шеф-бариста; ✔️ Коллектив молодых и амбициозных ребят; ✔️ Наставничество от опытных бариста, помощь на первых этапах; ✔️ Карьерный рост внутри компании. Мы выращиваем руководителей, а не нанимаем извне! Для кандидатов с опытом есть возможность стать наставником! Наши наставники обучают людей без опыта и получают 2 тыс. за каждого аттестованного сотрудника. В среднем 10 чел. в месяц = 20 тыс премия к зп. Оставляйте свой отклик, мы рады ответить на все Ваши вопросы и подобрать лучшую кофейню для работы!",https://hh.ru/vacancy/123877543
Бариста,Кофе бинс,60.0,80.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"обучение, кофе","Готовить кофе и напитки на его основе с любовью Предлагать гостям разнообразить напитки чудесной выпечкой и вкусными десертами Рассчитывать гостей (наличный/безналичный) Поддерживать положительный имидж кофейни Поддерживать чистоту и порядок на своем рабочем месте Соблюдать ротацию, нормы и правила хранения продуктов Участвовать в инвентаризациях и в жизнедеятельности кофейни",https://hh.ru/vacancy/123287636
Бариста - продавец в корпоративном кафе-шоуруме,ЭКО-ТЕКС,100.0,,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,"форма, униформа, скидки, обучение, кофе","Работа за кассой. - Приготовление кофейных напитков. - Консультирование клиентов по ассортименту товара, представленном в шоуруме. - Участие в инвентаризациях, прием, выкладка и...",https://hh.ru/vacancy/125170269
Бариста в Glitch Coffee (м. Курская),Glitch Coffee,70.0,,,,,Нет опыта,ТК,6/1,,"питание, бесплатное питание, обучение, кофе","Создавать и поддерживать заботливую атмосферу для наших гостей; Готовить напитки на рожковой кофемашине; Работать с кассой; Поддерживать чистоту в кофейне. Кого мы ищем: Коммуникабельного и дружелюбного человека; Ответственного и внимательного к деталям, готового учиться и развиваться вместе с командой; Увлеченного кофейной культурой и стремящегося делиться своим опытом с другими. Наша команда ждёт Тебя. Оставляй отклик, и мы свяжемся с тобой в ближайшее время!",https://hh.ru/vacancy/125286853
Повар - Бариста,Группа компаний КАНТ,80.0,,80000.0,6666.666666666667,12.0,От 1 года до 3 лет,ТК,2/2,,"скидки, кофе","Приготовление горячих и холодных напитков, блюд из меню кофейни, пиццы; Поддержание рабочего места в полном порядке; Участие в инвентаризации; Работа с кассой; Работа с гостями кофейни в части продаж; Оформление заявок на заказ кухни и бара; Контроль за сроками реализации; Приемка и списание товаров; Контроль за чистотой в зале и летней веранде.",https://hh.ru/vacancy/124117476
"Бариста, бармен, продавец",Костиков Алексей Владимирович,4.0,,,,,Нет опыта,ТК,"30/15, 30/22",,"обучение, кофе","Приготовление кофе, чая, свежевыжатого сока и других напитков, выдача готовой продукции консультирование гостей по продукции бара работа с кассой Ведение учёта продукции и расходных материалов, составление заявок на закупку продукции Опыт работы приветствуется, но при необходимости готовы провести бесплатное обучение грамотная речи и желание поддерживать сервис на высоком уровне С 8:30 до 22:30 или Работа по сменам 8:30-15:30 и 15:30-22:30, либо полный рабочий день официальное трудоустройство своевременная оплата труда два разв в месяц Молодой и дружелюбный коллектив",https://hh.ru/vacancy/124669019
Бариста-бармен,Brancho Brooklyn Bistro,0.4,,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"питание, кофе, чай",Настройка эспрессо Изготовление напитков по ТТК Соблюдение чистоты на рабочем месте Изготовление заготовок Проведение инвентаризаций Работа на кассе Прием и обслуживание гостей,https://hh.ru/vacancy/125293278
Бариста,Печатнов Александр Александрович,100.0,130.0,,,,Нет опыта,ТК,"5/2, 6/1",2 раза в месяц,,Обслуживание гостей на кассе Приготовление напитков Приготовление хот-догов и пончиков Соблюдение чистоты на рабочем месте Заказ продукции и контроль сроков годности,https://hh.ru/vacancy/124476297
Бариста,Эйблист,85.0,130.0,5700.0,475.0,'8-12,От 1 года до 3 лет,ТК,"2/2, 4/2, 5/2, 8/12",,"питание, кофе",Заведение с посадочными местами и кухней. Следить за чистотой. Работа по весам. Забота о госте и продукте который готовим. ,https://hh.ru/vacancy/124548561
Продавец-бариста в команду FRENCH BAKERY,FRENCH BAKERY,,140.0,,,,Нет опыта,ТК,6/1,2 раза в месяц,"питание, бесплатное питание, скидки, обучение, кофе","Приготовление кофе и других напитков по стандартам компании Обслуживание гостей и создание приятной атмосферы Продажа свежей выпечки и кондитерских изделий Поддержание порядка на рабочем месте Работа с кассой и ведение отчетности Преимущества работы у нас: Поддержка на всех этапах работы Возможность профессионального роста и обучения Скидки на продукцию кофейни Подберем для ВАС место работы ближе к дому Стань частью команды FRENCH BAKERY SeDelice, откликайся на вакансию — мы обязательно ответим :)",https://hh.ru/vacancy/124702934
Бариста-официант (Киностудия Мосфильм),Биотех,88.0,,,,,От 1 года до 3 лет,ТК,5/2,,"премии, кофе, чай","Приготовление и подача качественного кофе, чая, соков по рецептуре кафе; Консультирование покупателей, работа на кассе; Работа с ассортиментом, проведение инвентаризации. Контроль сроков годности товара, контроль актуальности ценников; Выкладка товара и поддержание наполненности витрины; Поддержание чистоты и порядка в зоне кафе и зоне посадки гостей; Создание позитивной атмосферы для покупателей кафе; Выполнение поручений шеф-бариста компании;",https://hh.ru/vacancy/124171500
Бармен-бариста,Ресторан МОНБЛАН,100.0,130.0,,,,От 1 года до 3 лет,ТК,"5/2, 6/1, 2/2, 3/2",,"премии, скидки, проезд, кофе",Приготовление коктейлей и кофе по тех картам. Обслуживание гостей и поддержание высокого уровня сервиса. Поддержание чистоты и порядка на рабочем месте. Участие в инвентаризациях и учете продукции.,https://hh.ru/vacancy/124965264
Шеф-бариста в ресторан,Мегарест,100.0,120.0,,,'18-19,От 1 года до 3 лет,ТК,"18/19, 5/2, 4/3",,"обучение, кофе","Соблюдение стандартов обслуживания и сервиса Приготовление кофейных напитков Глубокие познания в альтернативных кофейных напитках Разработка меню кофе Обучение младших сотрудников Т ребования: Готовность работать в команде Интерес к ресторанной сфере Опыт работы не обязателен Условия Полная занятость, сменный график, смены дневные Начальная зарплата 400 рублей - час + премиальные от роста продаж График с 8 до 18-19 / 5/2 или 4/3 оформление по ТК оплачиваемая стажировка",https://hh.ru/vacancy/124182205
Бариста,Михайлова Мария Михайловна,4.0,5.0,,,,Нет опыта,ТК,2/2,,кофе,приготовление кофе и напитков - продажа готовой продукции,https://hh.ru/vacancy/125293431
Бариста,FreshCafe,,91.0,,,,Нет опыта,ТК,5/2,Ежемесячно,"бонус, бонусы, проезд, оплата проезда, кофе",Приготовление кофе на рожковой кофемашине. Работа с кассовой программой IIKO.,https://hh.ru/vacancy/124170002
Бариста,MANI (ИП Закриева Элина Аликовна),80.0,,,,,Нет опыта,ТК,4/6,2 раза в месяц,,Приготовление напитков бабл ти согласно техкарте. Подготовка рабочего места. Поддержание чистоты рабочего места. Открытие-закрытие смены. Работа с кассовым аппаратом. ,https://hh.ru/vacancy/124791174
Бариста в Парк Яуза,KOFF Coffee,80.0,100.0,,,,Нет опыта,ТК,6/1,Еженедельно,"форма, кофе, чай","Приготовление кофе на рожковой кофемашине Simonelli (настройка помола, базовый латте арт, работа по весам и техкартам) Приготовление прочих сезонных напитков (чай, лимонад) Уборка рабочей зоны в конце смены (кофейня формата с собой без клиентских столов) Прием поставок Проведение инвентаризации расходов в неделю",https://hh.ru/vacancy/124820592
Бариста,Кафе ATELIER SPECIALTY COFFEE,60.0,100.8,4440.0,370.0,12.0,От 1 года до 3 лет,ТК,"30/15, 10/12",,кофе,Приём заказов и работа с гостями Приготовление кофе и напитков по стандартам Приём поставок и контроль витрины с десертами Поддержание чистоты и генеральная уборка по чек-листу,https://hh.ru/vacancy/124994433
Продавец в кондитерскую/Бариста,Ванлав,75.0,90.0,,,,Нет опыта,ТК,24/7,2 раза в месяц,,Приготовление горячих напитков на профессиональном оборудовании. Продажа кондитерских изделий и напитков. Работа с кассой. Соблюдение чистоты на рабочем месте. ,https://hh.ru/vacancy/123308371
Бариста в сеть кофеен,Сфера,80.0,120.0,5400.0,450.0,12.0,Нет опыта,ТК,"2/2, 3/1, 3/3, 5/2, 2/3",,"форма, бонус, бонусы, обучение, кофе","Напитки: от классики до авторских. Завтраки и бранчи. Выпечку собственного производства. Форматы: To-Go и Counter Service. Немного нетворкинга, коворкинга...",https://hh.ru/vacancy/124804667
Бариста в кофейню Дринкит,Дринкит - сеть кофеен,55.0,70.0,3300.0,275.0,'5-12,Нет опыта,ТК,5/12,2 раза в месяц,"обучение, кофе",Готовить кофе и другие напитки. Проводить уборку рабочей зоны. Общаться с гостями.,https://hh.ru/vacancy/124567580
Бариста,Маркин Дмитрий Витальевич,5.2,5.8,,,'1-3,От 1 года до 3 лет,ТК,"1/3, 5/2",,"форма, кофе","Требования: опыт работы в должности <highlighttext>бариста</highlighttext> от 6 месяцев, навыки настройки помола, умение работать по весам, грамотная речь, коммуникабельность, энергичность...",https://hh.ru/vacancy/125246920
Бариста,Жигунова Мария Михайловна,4.5,6.0,,,,От 1 года до 3 лет,ТК,"3/3, 2/2",,"бонус, бонусы, скидки, кофе",Приготовление кофе и других напитков по тех картам. Обслуживание гостей с улыбкой и вниманием. Поддержание чистоты и порядка на рабочем месте. Работа с кассой и ведение отчетности .,https://hh.ru/vacancy/124679958
Бариста в фитнес-центр,Триатлон-центр,80.0,100.0,3000.0,250.0,12.0,От 1 года до 3 лет,ТК,2/2,,кофе,"Работа в фитнес-баре Обслуживание гостей за барной стойкой. Приготовление кофе‚ чая‚ коктейлей, сэндвичей. Продажа спортивного питания и консультирования (обучаем). Поддержание чистоты и порядка на рабочем месте. Заказ, прием товара, инвентаризация (по окончании смены). Материальная ответственность за продукцию бара. Работа с кассой и деньгами не требуется.",https://hh.ru/vacancy/124297518
Бариста (м. Жулебино),Аргентум,0.3,,,,,Нет опыта,ТК,64/27,,кофе,Работа в кофейне. Приготовление напитков. Работа на кассе. Прием товара. Поддержание чистоты рабочего места.,https://hh.ru/vacancy/124779115
Бариста в кофейню Lintu,Кофейня Lintu,64.0,115.0,,,,Нет опыта,ТК,"5/2, 2/2, 4/3, 3/3, 3/2, 6/1",,"бонус, кофе",Кормим и предоставляем кофейную классику в течение всей твоей смены.,https://hh.ru/vacancy/124292646
Помощник бариста,Профиль Бариста,0.2,0.3,,,,Нет опыта,ТК,5/2,,кофе,"Поддержание чистоты и порядка на рабочем месте. • Приготовление кофе и других напитков по стандартам компании. • Общение с гостями, помощь в выборе напитков и продукции. • Контроль за сроками годности продукции и её наличием. • Работа с кассовым оборудованием.",https://hh.ru/vacancy/124295216
Бариста,Camera Obscura,75.0,120.0,,,,Нет опыта,ТК,8/10,,"скидки, обучение, кофе","общаться с гостями, консультировать в выборе зерна и напитков •готовить фильтр, воронку, эспрессо и молочные напитки на его основе •работать с кассой •выкладывать витрину с выпечкой Что мы даем: • оплачиваемая стажировка 280 р/ч • ставка 330-390 р/ч + 60 р/ч премия за загруженность потоком (от 70 тыс руб/мес) • медкнижка за счет компании • гибкий график (большая вариативность смен, смены по 8/10/12 часов, утренние/вечерние/фулл) • бережная адаптация в работу • обучение в профессиональном тренинг центре в соответствии со стандартами SCA • постоянное развитие и обучение в нашем тренинг-центре: тренинги, лекции, внутренние чемпионаты, выезды, каппинги • быстрый карьерный рост до шеф-бариста или наставника • возможность выступать на внешних чемпионатах при поддержке компании • скидки на зерно и продукцию компании • активная внутренняя жизнь: мини-корпоративы, выезды на фестивали, интересные коллаборации Что мы ожидаем от тебя: • активную жизненную позицию • желание расти и развиваться вместе с нами • ответственный подход • пунктуальность и честность Почему стоит выбрать именно нас: • мы даем стабильность и гарантии • мы кофейный проект с историей • мы стремительно развиваемся и растём • мы за человеческий подход и отношения Camera Obscura в первую очередь история про людей, про человеческие отношения и ремесло, они являются фундаментом компании с 2012 года. Всё начиналось с трёх кофейных энтузиастов, которые проделали огромный путь благодаря своей любви к продукту. Если тебе близки наши ценности, то откликайся на вакансию, давай знакомиться!",https://hh.ru/vacancy/124637714
Бариста в кафе,Norme,80.0,130.0,,,,Нет опыта,ТК,"2/2, 3/2, 5/2",2 раза в месяц,"питание, бесплатное питание, форма, премии, кофе, чай","◾ Подготовка зала к работе. ◾ Принятие заказа, расчет гостей — R-keeper ◾Приготовление напитков (чай, кофе, протеиновые шейки). Обслуживание гостей в зале (прием заказов, консультация по меню, отдача блюд).",https://hh.ru/vacancy/123327356
Бариста-кассир в кофейню,Кондитория РОМБАБА,80.0,,,,,Нет опыта,ТК,"2/2, 5/2, 3/3",,"питание, бесплатное питание, форма, униформа, подарки, обучение, кофе","Теплая, радушная встреча гостей; Работа на кассе, вежливое обслуживание гостей; Приготовление кофе и безалкогольных напитков; Общение с гостями, контроль и поддержание чистоты; Выкладка продукции, проверка сроков реализации, списание; Командная работа, взаимовыручка. ✅ Мы ждем в нашу команду: образование: не имеет значение; ответственного, внимательного специалиста; доброжелательного, общительного, с командным подходом в работе. ✅",https://hh.ru/vacancy/122456011
Бариста (ЖК Новое Внуково),Кофейня Здрасте (ИП Струкова Кира Вадимовна),60.0,,3360.0,280.0,12.0,Нет опыта,ТК,5/2,,"питание, бесплатное питание, кофе","Работать с гостями по стандартам нашей сети. Не переживай, если опыта нет - всему научим. Готовить вкусные напитки согласно технологическим картам...",https://hh.ru/vacancy/124218276
Бариста в сеть кофеен Блэк Милк,Кофейня Блэк Милк,,95.0,,,,Нет опыта,ТК,"2/2, 5/2, 30/15, 30/23, 30/7",,"обучение, кофе",приготовление напитков. - сервировка готовой продукции. - поддержание кофейни в чистоте и порядке. - качественный сервис для наших гостей.,https://hh.ru/vacancy/124473649
Бариста,Ffc Coffee,75.0,90.0,,,,От 1 года до 3 лет,ТК,2/2,,"бонус, бонусы, кофе",Качественное и быстрое приготовление напитков Поддержание чистоты и порядка на рабочем месте Общение с гостями и работа за кассой Соблюдение стандартов обслуживания и сервиса,https://hh.ru/vacancy/125113142
Бариста,POST. COFFEE,90.0,110.0,5400.0,450.0,12.0,От 1 года до 3 лет,ТК,5/2,,"питание, премии, кофе","От тебя : - Опыт работы на рожковой кофемашине. - Умение готовить альтернативу. - Стабильный и уверенный латте-арт. - Стабильный, ненавязчивый, дружелюбный сервис и...",https://hh.ru/vacancy/123313827
Бариста,Bani,60.0,70.0,,,,Нет опыта,ТК,"2/2, 3/3",,"питание, обучение, кофе, чай","Прием и обработка заказов на кассе. Консультация гостей по меню и актуальным акциям. Приготовление кофе и других напитков по стандартам качества. Выдача готовых заказов. Поддержание идеальной чистоты и порядка на рабочем месте. Взаимодействие с кухней и коллегами для слаженной работы. Соблюдение всех стандартов сервиса и санитарных норм. Участие в контроле запасов и инвентаризации. Мы будем рады, если ты: Дружелюбен, ответственен и умеешь работать в команде. Внимателен к деталям и нацелен на помощь гостю (клиентоориентирован). Готов учиться новому и работать в динамичной атмосфере. Опыт работы приветствуется, но не обязателен! Всему научим.",https://hh.ru/vacancy/124342662
Универсальный Бариста/продавец в кофейни French Bakery,FRENCH BAKERY,,135.0,5400.0,450.0,'12-13,Нет опыта,ТК,"5/2, 6/1, 12/13, 22/23",,"питание, бесплатное питание, форма, премии, подарки, обучение, кофе",Работа с кассой IIko Работа с кофемашиной (рожковая) Общение с гостями Выкладка витрин Приготовление напитков,https://hh.ru/vacancy/124551908
"Бариста в кофейню ""Cofix""",Кофикс,120.0,,,,,Нет опыта,ТК,"5/2, 2/2, 3/3, 6/1",,"обучение, кофе","Приготовление напитков по техническим картам с соблюдением рецептур сети; Работа с кассой; Поддержание чистоты в кофейне; Контроль остатков товара в торговом зале и кофейне ,своевременное пополнение его; Работа с покупателями.",https://hh.ru/vacancy/124215985
Бариста,Небесный Эликсир,45.0,,,,'10-22,Нет опыта,ТК,10/22,,"премии, скидки",Приготовление напитков в бытовых устройствах (нет технически сложного оборудования) - работа с POS терминалом - поддержание порядка на торговой точке (9м²) - консультирование покупателей - продажа товара,https://hh.ru/vacancy/124604758
Бариста в Cofix,Cofix (ИП Курбанов-Осипов Михаил Александрович),65.0,80.0,,,,Нет опыта,ТК,"30/15, 30/23",2 раза в месяц,"обучение, кофе",Приготовление напитков по техническим картам с соблюдением рецептур сети; • Поддержание чистоты на рабочем месте; • Работа с кассой; • Приветливость и забота о гостях и коллегах.,https://hh.ru/vacancy/124648364
Бариста / сотрудник кафе,АНО ВО Медиа Институт Телевидения и Радиовещания Останкино,95.0,105.0,5400.0,450.0,12.0,От 1 года до 3 лет,ТК,"5/2, 4/3",2 раза в месяц,"питание, форма, униформа, обучение, кофе","приготовление безалкогольных напитков, напитков на основе кофе (работа на рожковой кофемашине) - работа с кассой - прием поставок, заполнение витрин - контроль сроков годности готовой продукции и ингредиентов - приготовление заготовок для напитков - приготовление заготовок для салатов, сэндвичей и пр. - поддержание чистоты на рабочем месте - отчетность в рабочих чатах Кафе открывается в 09.30, работаем до 21.00",https://hh.ru/vacancy/125237241
Бариста,CHAFEISHI,,,,,,Нет опыта,ТК,"5/2, 6/1, 2/2",,"премии, обучение","Приготовление китайских напитков (бабл ти) быстрое и качественное (будет обучение); Общение с гостями, работа за кассой; Поддерживать порядок и чистоту на рабочем месте;",https://hh.ru/vacancy/124677167
Бариста в премиум кафе,Norme,80.0,130.0,,,,Нет опыта,ТК,"2/2, 3/2, 5/2",2 раза в месяц,"питание, бесплатное питание, форма, кофе, чай","◾ Подготовка зала к работе. ◾ Принятие заказа, расчет гостей — R-keeper ◾Приготовление напитков (чай, кофе, протеиновые шейки). Обслуживание гостей в зале (прием заказов, консультация по меню, отдача блюд).",https://hh.ru/vacancy/125092813
Бариста в Сберсити на Кутузовском,СЛ-16,80.0,90.0,,,,От 1 года до 3 лет,ТК,"5/2, 8/30",,"питание, бесплатное питание, кофе","Отдача продукции бара, согласно тех.картам Поддержание чистоты на рабочем месте Работа с кассой РАБОТА НА КРУТОЙ КОФЕМАШИНЕ",https://hh.ru/vacancy/125263766
Бариста-кассир,Кондитория РОМБАБА,5.0,,,,'10-12,Нет опыта,ТК,"5/2, 3/3, 2/2, 2/1, 10/12",,"питание, премии, обучение, кофе",Приготовление кофе и других напитков по прописанным рецептурам. Предоставление внимательного и доброжелательного сервиса гостям. Поддержание чистоты и порядка в баре. ,https://hh.ru/vacancy/123937153
Бариста,Alta coffee,65.0,70.0,,,,Нет опыта,ТК,"2/2, 5/2, 30/22",,кофе,Открытие/закрытие смены; Обслуживание посетителей и работа с кассой; Уборка рабочей зоны и оборудования; Поддержание чистоты и позитивной атмосферы в кофейне.,https://hh.ru/vacancy/124668828
