Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Личный охранник к подростку,ЧОП РСБ-Центр,180.0,180.0,,,,От 1 года до 3 лет,ТК,"2/2, 3/3",2 раза в месяц,,"Осуществление комплекса мероприятий для предупреждения, обнаружения, пресечения угроз безопасности. Соблюдение этикета, субординации и конфиденциальности в работе. Выполнение личных поручений профессионального и личного характера, в том числе встречи, проводы в аэропортах, сопровождение на мероприятиях и отдыхе.",https://hh.ru/vacancy/123717964
Личный охранник,ЧОП Позитив,230.0,,,,,От 3 до 6 лет,ТК,4/4,,жильё,"Личный охранник - весь комплекс охранно-оперативных мероприятий по обеспечению личной безопасности, при пешем сопровождении, во время передвижения в автомобиле, пребывания в офисе.",https://hh.ru/vacancy/125323230
Охранник ведомственной охраны (РТС),АО «РТ-Охрана» Московский филиал,102.0,102.0,,,,Нет опыта,ТК,1/3,2 раза в месяц,"ДМС, страхование, транспорт",Осуществление пропускного режима - Осуществление проверки въезда (выезда) автотранспорта - Контроль работы приборов охранной и охранно-пожарной сигнализации,https://hh.ru/vacancy/124193347
Охранник,Частная охранная организация Легион-ДМ,7.0,7.0,,,,От 1 года до 3 лет,ТК,2/4,,,"Видеонаблюдение, охрана периметра. Доставка на объект и с объекта. График 2/4 ,з/плата от 7000/сутки. Все подробности при собеседовании.",https://hh.ru/vacancy/125138525
Охранник офисного здания сменный график без лицензии,ОП Аллигатор - 1,84.5,110.9,,,,Нет опыта,ТК,3/2,2 раза в месяц,,"Обеспечение безопасности, порядка и контроля на охраняемом объекте, сохранение ТМЦ заказчика.",https://hh.ru/vacancy/125333024
Охранник в шоурум,Diana Danieli Home,80.0,,,,,От 3 до 6 лет,ТК,2/2,,подарки,Поддержание установленного режима охраны; Соблюдение порядка на территории заведения; Обеспечение безопасности сотрудников и посетителей на территории охраняемого объекта; Охрана имущества и материальных ценностей сотрудников и посетителей;,https://hh.ru/vacancy/125376519
Охранник (ЧОП),Управляющая Компания Сибантрацит,,,,,,От 1 года до 3 лет,ТК,1/3,,,сопровождение гостей охрана имущества офиса контроль помещений,https://hh.ru/vacancy/125318232
Охранник на видеонаблюдение в отель,Легис безопасность,10.0,,,,,От 1 года до 3 лет,ТК,1/2,,"питание, бонус",Контроль пропускного режима; Видеонаблюдение,https://hh.ru/vacancy/125325665
Охранник 6 разряда,ЧОП Элитное подразделение Штурм,10.0,10.5,,,,От 1 года до 3 лет,ТК,64/27,,транспорт,"внутриобъектовый и пропускной режимы на стационарном объекте; охрана имущества, в том числе при его транспортировке; контроль территории при помощи технических средств охраны.",https://hh.ru/vacancy/124036573
Персональный водитель-охранник,Бизнес Парк,160.0,200.0,,,'5-2,Более 6 лет,ТК,"5/2, 10/12",,,"Подача автомобиля; передвижение, согласно заданной точки назначения; - Содержание автомобиля в чистоте и исправности (мойка, ТО, заправка); - Выполнение мелких личных поручений (передача документов, покупки по запросу); - Помощь в погрузке/разгрузке личных вещей/чемоданов при необходимости; - В некоторых случаях функции сопровождения (охраны).",https://hh.ru/vacancy/125338142
Охранник 4 разряд,Группа Гута,8.0,8.0,,,,От 1 года до 3 лет,ТК,1/3,,"форма, скидки, транспорт, кофе","Осуществлять обходы территории, зданий, сооружений охраняемого объекта. Осуществлять допуск автотранспорта и посетителей на охраняемую территорию. Пресекать проникновение посторонних лиц на территорию, в здания и помещения охраняемого объекта. Пресекать попытки хищения с охраняемого объекта материальных ценностей. Осуществлять осмотр и наблюдение за территорией охраняемого объекта с целью своевременного выявления бесхозных, взрывчатых, ядовитых, отравляющих и быстро-воспламеняющихся веществ.",https://hh.ru/vacancy/125312684
Охранник,Альфа Информ,86.2,92.0,,,,От 1 года до 3 лет,ТК,5/5,,питание,Вооруженная охрана объекта в Новомосковск; • Обеспечение сохранности имущества на объекте; • Контрольно-пропускной режим; • Контроль соблюдения порядка на объекте;,https://hh.ru/vacancy/125325278
Охранник в офис (сидячие посты),Частное Охранное предприятие Прометей,5.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3, 20/4",,форма,"Контроль пропускного режима, работает (СКУД). Посты внутренние, сидячие.",https://hh.ru/vacancy/125264534
Охранник в офис,COZY HOME,,,,,,От 1 года до 3 лет,ТК,15/15,,,"Контроль допуска на территорию офисного помещения Контроль системы пожарной сигнализации Встреча гостей и сопровождение Видео-наблюдение, СКУД Ведение документации",https://hh.ru/vacancy/125245217
Контролер-охранник/охранник,ГРУППА КОМПАНИЙ МЕРИДИАН,,100.0,,,,От 1 года до 3 лет,ТК,"2/2, 3/3, 2/4, 4/2",2 раза в месяц,,обеспечение безопасности сотрудников и посетителей на территории торгового комплекса; оперативное реагирование на нестандартные ситуации; контроль соблюдения порядка на объекте; предотвращение хищений; пресечение конфликтных ситуаций.,https://hh.ru/vacancy/125229274
Контролер-охранник,Diasoft,,,,,,От 3 до 6 лет,ГПХ,5/2,2 раза в месяц,ДМС,"Охрана объекта и его периметра, предотвращение хищений и обеспечение сохранности имущества; Обеспечение внутриобъектового и пропускного режимов на входных группах; Контроль за работниками подрядных организаций; Контроль соблюдения требований по пожарной безопасности, выявление аварий на коммуникациях при обходах.",https://hh.ru/vacancy/125288033
Охранник,Группа компаний КАНТ,,70.2,,,,От 1 года до 3 лет,ТК,2/2,,"форма, транспорт","Контрольно-пропускной режим на территории спортивного комплекса (улица+помещения), ведение документации; Контроль въезда/выезда, расстановка автотранспорта 200-500 машино мест (лето/зима); Контроль за работой приборов охранной и пожарной сигнализации, в/наблюдение; Пресечение противоправных действий, хищения ТМЦ; Противопожарная безопасность в зданиях и на территории.",https://hh.ru/vacancy/125343221
Охранник по сопровождению,ЭКСПРЕСС,,150.0,,,,От 1 года до 3 лет,ТК,64/27,,проезд,Вооружённое сопровождение материальных ценностей по г. Москве Вооружённое сопровождение некоммерческих грузов по России.,https://hh.ru/vacancy/125134215
Охранник ЧОП,Управляющая Компания Сибантрацит,,,,,,От 1 года до 3 лет,ТК,3/3,,питание,Сопровождение Личные поручения,https://hh.ru/vacancy/125317340
Личный охранник,ЧОП Альфа-Легион,200.0,,,,,От 3 до 6 лет,ТК,64/27,,чай,Охрана и сопровождение первого лица.,https://hh.ru/vacancy/125280106
Охранник,Частное охранное предприятие Группа безопасности Сфера-Контакт,70.0,90.0,,,,От 1 года до 3 лет,ТК,2/2,,,"Контрольно-пропускной режим, учет посетителей, Видеонаблюдение, Обходы, Пожарная, охранная сигнализация, Реагирование на ЧС",https://hh.ru/vacancy/125355793
Охранник (без лицензии),Меридиан,70.0,,,,,От 1 года до 3 лет,ТК,64/27,,,Контроль входов в здание и въездов на внутреннюю территорию Видео и визуальное наблюдение за входами и внутри объекта Обход территории,https://hh.ru/vacancy/123663818
Охранник/Администратор,ЭВАЛАР,120.0,,,,,От 3 до 6 лет,ТК,2/2,,"ДМС, питание, корпоративное питание, скидки, транспорт","Контроль доступа в здание, проверка пропусков и документов; Выдача и прием ключей от помещений; Прием и передача входящей/исходящей корреспонденции; Контроль за работой охранно-пожарной сигнализации (ОПС) и систем видеонаблюдения; Обеспечение общественного порядка на вверенной территории; Обход территории по утвержденному маршруту;",https://hh.ru/vacancy/125007354
Охранник-администратор в магазин брендовых сумок,Магазин Сумок,114.0,127.0,,,,Нет опыта,ТК,5/2,,питание,Обеспечение безопасности в магазине элитных сумок (низкая проходимость покупателей).Прямой работодатель (не ЧОП). Возможность использования сидячего рабочего места в течение рабочего дня (в период отсутствия покупателей). Своевременная заработная плата. Обеспечение форменной одежды (при необходимости).,https://hh.ru/vacancy/125271313
Охранник в гостиницу,Работа для Вас,,,,,,Нет опыта,ТК,"15/15, 2/2, 3/3, 30/30, 1/3",,питание,Опыт работы не обязателен.,https://hh.ru/vacancy/125311067
"Охранник, г. Москва",Охрана МЕТАЛЛУРГ,8.3,8.3,,,,От 1 года до 3 лет,ТК,1/3,2 раза в месяц,форма,охрана объекта — контрольно-пропускной режим на территории завода — предотвращение краж материальных ценностей,https://hh.ru/vacancy/124987233
Личный охранник,Частное охранное предприятие ИДЕЛЛ,,184.0,,,,От 3 до 6 лет,ТК,1/2,,,"охрана VIP-персоны (весь комплекс охранно - оперативных мероприятий по обеспечению личной безопасности, при пешем сопровождении, во время передвижения в автомобиле). Соблюдение этикета и конфиденциальности в работе. Работа со служебным оружием.",https://hh.ru/vacancy/125227457
Охранник-администратор на ресепшен в бизнес-центр,Новые Строительнье Технологии,90.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,обучение,"Контроль порядка и безопасности на территории бизнес-центра Ведение журнала посетителей, выдача временных пропусков Работа на ресепшн: встреча и сопровождение гостей/арендаторов Мониторинг камер видеонаблюдения и серверной Передача/уведомление арендаторов о входящей корпоративной корреспонденции Первичное консультирование гостей (ориентирование в здании)",https://hh.ru/vacancy/125249721
