Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Менеджер по работе с клиентами,Чистая Вода 100%,50.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,обучение,"Прием заказов; Подготовка сопроводительных документов; Ведение отчетности; Взаимодействие с производством. Что мы ждем: Грамотную речь; Опыт в продажах, если его нет - проведем обучение; Умение пользоваться ПК.",https://hh.ru/vacancy/125459718
Менеджер по продажам,НИУ БелГУ,,54.3,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Набор слушателей на учебные программы Центра развития компетенций; Осуществление исходящих звонков, обработка входящих заявок (лидов), рассылка коммерческих предложений; Работа в CRM-системе (Битрикс 24); Составление договоров, выставление платежных документов, контроль оплаты. Участие в очных и онлайн мероприятиях Центра развития компетенций.",https://hh.ru/vacancy/125234303
Руководитель дивизиона продаж​​​​​​​/Региональный менеджера по продажам,Дёке Трейд Маркетинг,225.0,,,,'1-2,От 3 до 6 лет,ТК,"5/2, 1/2, 2/3",,"ДМС, форма, подарки, обучение, проезд","Эффективное взаимодействие с оптовыми покупателями (дистрибуторами) на всех этапах осуществления сделок; Обеспечение выполнения дистрибуторами плана отгрузок и оплат; Работа с дебиторской задолженностью; Координация и контроль поставок: мониторинг стоков Дистрибьюторов, планирование поставок, решение различных вопросов; Контроль ценовой политики; Обеспечение и координация рекламно-информационной поддержки дистрибуторов и обеспечении их демонстрационным оборудованием; Развитие клиентской базы; Проведение встреч и переговоров, обсуждение коммерческих предложений, согласование ассортиментной матрицы; Участие в мероприятиях – конференции, выставки и т.д.; Контроль удовлетворенности партнеров, анализ проблем, подготовка предложений; Аналитика и отчетность: анализ рынка и маркетинговой активности конкурентов, сбор данных, подготовка регулярных отчетов; Ведение отчетной документации, оформление изменений и контрактов; Взаимодействие со структурными подразделениями компании.",https://hh.ru/vacancy/125454369
Менеджер по работе с клиентами,ГК Бафра,70.0,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,обучение,"Взаимодействовать с клиентами и руководителями по бухгалтерским, налоговым и бизнес-вопросам. Принимать входящие запросы от клиентов и распределять их между...",https://hh.ru/vacancy/125100810
Менеджер по продажам (направление IT),Спсофт,120.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, премии, обучение","Выстраивает качественные и долгосрочные отношения с заказчиками. Ведёт активные продажи, развивая существующую клиентскую базу. Регулярно выполняет план продаж. ",https://hh.ru/vacancy/124418172
"Менеджер по работе с клиентами (финансовые услуги, B2B)",АФК ФинДирект,80.0,130.0,,,,Нет опыта,ТК,5/2,,"форма, обучение","Обрабатывать новые входящие заявки (у нас свой сайт, который под контролем отдела маркетинга генерирует новые лиды, и многие другие источники...",https://hh.ru/vacancy/124482904
Менеджер по продажам,ГК ЦЭР,100.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,,обучение,Полный цикл работы с клиентами — от поиска до закрытия сделки. Продажа услуг экспертизы проектной документации. Ведение клиентской базы в CRM...,https://hh.ru/vacancy/121283264
Продавец-консультант / Менеджер по работе с клиентами,Рекруто,120.0,200.0,,,,Нет опыта,ТК,4/3,Ежемесячно,обучение,"Работать только с тёплыми и горячими клиентами (входящий трафик: шоу-рум, звонки, интернет-заказы, мессенджеры). Находить решение для клиентов, переходящее в успешную сделку (по материалам, брендам, технологиям, качеству, стилям, и так далее) Сопровождать сделки до момента оплаты, а дальше - немного расслабиться, предоставив работу Сервисному отделу - и переходить к новым клиентам:) Участвовать в профильных выставках - это интересно! Мы проверяли. Привносить свои идеи по улучшению процесса своей работы. Мы за то, чтобы от работы было удовольствие , и не только материальное, но и моральное. Мы ждем от вас: Горящих глаз и большого желания развиваться в продажах. Желания и способности оперативно погрузиться в продукт, разобраться в его нюансах - и впоследствии грамотно использовать эти знания в работе. Ответственности, инициативности, задора и оптимизма (куда же без этого??))",https://hh.ru/vacancy/125299599
Менеджер по продажам земельных участков (Коттеджный поселок Богородск Форест),Астерра,,,,,,От 1 года до 3 лет,ТК,"3/3, 2/2",,ДМС,"Ведение полного цикла сделок купли-продажи земельных участков. Консультирование клиентов по схемам купли-продажи и сопровождение их на каждом этапе (от первого звонка до заключения договора). Организация и проведение презентаций наших индустриальных парков. Формирование и поддержание актуальной клиентской базы. Проведение маркетинговых исследований для выявления потребностей клиентов. Документальное сопровождение сделок. Наши ожидания от кандидата: Опыт работы в сфере земельных отношений или загородной недвижимости. Отличные коммуникативные навыки, высокая работоспособность и активность. Умение работать в команде и нацеленность на результат.",https://hh.ru/vacancy/125391181
"Менеджер по продажам (B2B, Marketing)",VICTORY group,160.0,500.0,,,,Нет опыта,ТК,"5/2, 30/19",,"форма, премии, кофе","Ведение полного цикла активных продаж в сегменте B2B (работа с юр. лицами) ; Поиск клиентов по готовой базе ( звонки , выход на ЛПР, работа с возражениями ); Формирование и ведение собственной клиентской базы (выстраивание долгосрочных отношений с клиентами) ; Работа в CRМ.",https://hh.ru/vacancy/124579063
Менеджер по продажам,JDaI,203.0,221.0,,,,От 1 года до 3 лет,ГПХ,5/2,,обучение,Поиск клиентов и холодные звонки. Продажа услуг аутсаффинга. Подготовка и отправка КП и договоров. Согласование и отправка договора.,https://hh.ru/vacancy/125375997
"Менеджер по продажам, Барнаул",Буран,60.0,120.0,,,,Нет опыта,ТК,5/2,,обучение,"Работа по готовой клиентской базе и привлечение новых клиентов Повышение и поддержание личного уровня продаж Консультация покупателей и продажи в офисе продаж Оформление дел в CRM и 1C Работа со входящими звонками, письмами и заявками из интернет-магазина Контроль отгрузки товаров и поступления денежных средств Участие в выездных мероприятиях, отраслевых выставках",https://hh.ru/vacancy/125448289
Менеджер по продажам IT-продуктов,Roistat,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, бонусы, обучение","Формировать базу потенциальных клиентов в В2В-секторе; Совершать звонки и выходить на ЛПР: генерального директора/руководителя отдела маркетинга/маркетолога компании; Проводить клиентам онлайн-презентации и показывать, как платформа Roistat помогает их бизнесу стать эффективнее; Совершать сделки и выстраивать долгосрочные отношения с клиентами. Мы рады встрече, если ты: Знаешь методы и этапы продаж; Имеешь опыт в B2B сегменте; Нацелен на результат. Плюсом будет, если ты: Вариативен в способах работы; Грамотно расставляешь приоритеты. Что у нас хорошего и полезного для тебя: Крутая и сплоченная команда единомышленников; Работа с продуктом, которым пользуются тысячи компаний; Мы помогаем адаптироваться и развиваться (руководитель поможет найти твои точки роста и прокачать их, а HR поможет по всем остальным вопросам); Оплачиваемое обучение от компании; 4 дополнительных выходных дня в году за счет компании; Мы платим бонусы за чтение профессиональной литературы; Проводим крутые корпоративы как для всей компании, так и внутри отделов; Общение на &quot;ты&quot;, насыщенная корпоративная культура; Стильный и уютный офис с просторной зоной отдыха, настольным футболом, PlayStation и всего в 7 минутах от м.Таганская/м.Марксистская; Официальное трудоустройство, полностью белая ЗП. Программа ДМС.",https://hh.ru/vacancy/124644079
Менеджер по продажам В2В,АЛАБУГА,150.0,300.0,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Поиск и привлечение новых клиентов (входящий трафик тоже есть) Проведение онлайн/оффлайн встреч с потенциальными заказчиками Подготовка коммерческих предложений Ведение базы клиентов в AmoCRM, заполнение отчетности Заключение договоров с клиентами Командировки по РФ и СНГ Работа с Google таблицами Если тебя заинтересовали условия нашей вакансии, то ждем твоего отклика. Свяжемся в ближайшее время!",https://hh.ru/vacancy/125359025
Менеджер по работе с клиентами/Специалист по документообороту,Акустик Групп,73.5,85.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, подарки, транспорт, кофе, чай","Обработка документов в ЭДО и отражение в 1С ERP Контроль поступления закрывающих документов, проверка документов на наличие подписей, корректной печати, а также прилагаемой доверенности Архивация документов Проставление отметки о получении оригинала документов в каждой операции Отправка полного комплекта документов менеджерам, для переподписания с клиентами в случае необходимости корректировки Консолидация документов под каждый рейс с разнесением по юр.лицам (счета/акты от ТК) Проведение документов движения в ERP Мы ждем от вас: Опыт работы с документами (доверенности, счет-фактуры, ТТН, ТН, акты сверки и т.д.) Знание ПК на уровне пользователя, опыт в программе 1 С (1 C ERP - будет преимуществом) Опыт работы в ЭДО (готовы рассматривать с минимальным) Грамотная письменная и устная речь Акустик Групп в цифрах: 25 лет мы устраняем шум и улучшаем акустику помещений 450 сотрудников, офисы в России, Сербии, Казахстане и Беларуси Более 100 тысяч выполненных проектов Собственная измерительная лаборатория и школа обучения звукоизоляции Acoustic Build Адрес склада - г. Домодедово ул. Логистическая 8 Остановка ЖК Домодедово Парк, номера маршрутов автобусов: 14, 57, 899К Пишите/звоните - я расскажу подробнее о вакансии и отвечу на все вопросы! Наша вакансия будет интересна тем, кто работал или ищет работу по должностям: оператор, менеджер по работе с клиентами, специалист по документообороту, администратор, офис-менеджер, работа на складе, стабильная работа, работа в Домодедово.",https://hh.ru/vacancy/125450863
Менеджер по продажам недвижимости | SUNLIFE,САНЛАЙФ,250.0,1000.0,,,,От 1 года до 3 лет,ТК,5/2,,"бонус, бонусы, обучение","Поток горячих заявок — свой call-центр и маркетинг, никаких холодных звонков.",https://hh.ru/vacancy/124578166
Менеджер по продажам (без поиска клиентов),Городская Транспортная Компания,250.0,,,,,От 1 года до 3 лет,ТК,5/2,,,Совершать продажи теплой базе клиентов. Оперативно решать все возникающие вопросы с клиентами. Выполнять планы и нормативы по продажам . ,https://hh.ru/vacancy/125318499
Региональный менеджер по продажам,БРИКСО,,215.0,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, премии, бонус, бонусы","Развитие продаж брендов компании на территории ПФО. Координация и работа с дилерами (ключевая розница), выявление и решение всех сложностей, связанных...",https://hh.ru/vacancy/125404319
Специалист отдела по работе с клиентами,Морское агентство Новоторик Новороссийский Филиал,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"проверка и администрирование дисбурсментских счетов, в том числе и иностранных субагентов при обработке судов танкерного флота. ведение соответствующей отчетности перед Принципалом.",https://hh.ru/vacancy/125269208
Менеджер офиса продаж в крематорий,СпецРитуалТомск,55.0,75.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Осуществлять прием клиентов. Разъяснять правила работы крематория. Принимать необходимые документы от клиентов, осуществлять их проверку, оформлять договора по оказанию услуг. Предлагать клиентам дополнительные услуги и товары. Принимать оплату от заказчика (наличный, безналичный расчет). Вести внутренний документооборот и передавать необходимые документы другим сотрудникам крематория.",https://hh.ru/vacancy/125205479
Менеджер по продажам,SIBERIA,140.0,250.0,,,,От 1 года до 3 лет,ТК,2/2,,форма,"Активные продажи в сегменте B2C с входящим потоком лидов. Предоставление нашим гостям информации о spa-комплексе. Продажа основных и дополнительных услуг, перевод неактивных лидов в активные. Работа в CRM системе. Ведение клиентской базы. Общение с гостями и членами клуба. Что мы ждем от тебя: Результат — потому что, если его нет, остальное для нас не имеет смысла. Храбрость — потому, что высоких результатов достигают только смелые. Успешный опыт работы в телефонных продажах услуг от 1 года. Знаешь технику продаж и применяешь её на практике.",https://hh.ru/vacancy/125391965
Менеджер по оптовым продажам,Электро-Миа,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Обработка входящих звонков и заявок клиентов Наработка клиентской базы, обзвон и налаживание сотрудничества Консультация, оформление заказа в 1С Заказ товара у поставщиков компании Контроль отгрузок и доставок Выставление счетов юридическим лицам по входящим заявкам",https://hh.ru/vacancy/124714747
Менеджер по продажам (digital),Site-UPer,200.0,370.0,,,,Более 6 лет,ТК,5/2,,форма,"Какие навыки потребуются: Умение квалифицировать клиента, использовать СПИН. Собранность и самодисциплина.",https://hh.ru/vacancy/125372712
Менеджер по продажам оборудования B2B BtG / технический специалист по продажам,Спецмашэлектро,,,,,,От 3 до 6 лет,ТК,5/2,,"форма, бонус, подарки, обучение, кофе, чай","Ведение коммерческого документооборота и деловой переписки с заказчиками и поставщиками; Обладание опытом и навыками активного привлечения, последующего сопровождения и развития клиентов разного уровня; Знание рынка электронных компонентов будет Вашим преимуществом; Креативный подход к работе и желание развиваться; Готовность к «холодным звонкам» и проработка существующей клиентской базы; Сопровождение процесса продаж на всех этапах: обработка заявок, составление коммерческих предложений, оформление договоров, выставление счетов, контроль оплаты и поставки; Взаимодействие со смежными отделами по вопросам поставок Участие в отраслевых выставках Регулярные командировки к Заказчикам",https://hh.ru/vacancy/124425924
Менеджер по работе с клиентами,АрхСпецСнаб,100.0,150.0,,,,Нет опыта,ТК,5/2,,,"Подготавливать коммерческие предложения, проводить переговоры с клиентами и поставщиками как в офисе, так и в полях, работа в 1с программе - документальное сопровождение сделок, работа с входящей документацией. Работа как в офисе, так и разъездного характера. Работа с холодной и теплой базой.",https://hh.ru/vacancy/125471770
Менеджер по продажам промышленного оборудования (без холодных звонков),Деркач Елена Владимировна,200.0,500.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"форма, бонус, бонусы","Решения по бесперебойному питанию и альтернативному электроснабжению​​​​​​. Оборудование для производства сжатого воздуха, который выступает в качестве движущей силы или для...",https://hh.ru/vacancy/125397070
Менеджер по продажам Дом Моды,Модный Дом Mastersuit,185.0,350.0,,,,От 1 года до 3 лет,ГПХ,5/2,,бонус,"Консультировать клиентов по услугам, наличию товаров, размеров. Формировать и оформлять заказы. Обрабатывать теплые и горячие заявки. Согласовывать встречи между нашим...",https://hh.ru/vacancy/123150193
Account-manager / аккаунт-менеджер,Добро,,,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,бонус,"организация и координация процесса производства креативных, digital и дизайн-проектов для PMI International и др. клиентов агентства; — подготовка и согласование смет, таймингов и презентаций с клиентом; — координация внутренней и внешних команд; — участие в собраниях и проектных статусах агентства; — выполнение отдельных служебных поручений своего непосредственного руководителя, работа в паре с Senior Account Manager над проектами.",https://hh.ru/vacancy/125437790
New business manager/Sales manager,DIDENOK TEAM,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, кофе",Интегрированные маркетинговые кампании и спецпроекты на стыке различных инструментов digital с участием блогеров и звёзд. Креативный хаб: разработка креативных концепций...,https://hh.ru/vacancy/120422330
Менеджер по работе с клиентами / Оператор 1С,Ликви Моли Руссланд,70.0,75.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Прием и своевременная обработка поступающих заказы от клиентов и менеджеров филиала. Формирование полного пакета необходимых документов (документы на оплату и доставку) для отправки груза по каждой заявке. Подготовка для менеджеров и клиентов по запросу необходимой отчетности. При необходимости: - внесения изменений в документы (документы на оплату и доставку); - оформление возвратов от клиентов и менеджеров; - урегулирование конфликтных ситуации с клиентами. Контроль за оформлением маршрутныхлистов. Административно-хозяйственная работа: - прием и распределение входящих звонков; - прием, регистрация и отправка почтовой корреспонденции.",https://hh.ru/vacancy/125346800
Менеджер по продажам B2B,Зип завод,100.0,300.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,,Активное ведение ДЕЙСТВУЮЩЕЙ тёплой клиентской базы и развитие длительных партнёрских взаимоотношений. Проведение эффективных переговоров и демонстрация преимуществ нашей продукции клиентам. Увеличение объема продаж по текущей базе. Работа с входящим потоком.,https://hh.ru/vacancy/125336400
